Level,Date and Time,Source,Event ID,Task Category
Information,6/25/2020 14:37:13,Microsoft-Windows-Kernel-General,15,None,Hive \??\Volume{3de62f61-a307-4673-9ab4-02ad9995c124}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{4F64D3D9-FF3B-4F2A-A98F-CE57FC680799} was reorganized with a starting size of 15593472 bytes and an ending size of 15130624 bytes.
Information,6/25/2020 14:37:09,Microsoft-Windows-Kernel-General,11,None,"TxR init phase for hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy3\Windows\System32\config\DRIVERS (TM: {adeb7079-b6d8-11ea-90df-24418ce6380d}, RM: {adeb7078-b6d8-11ea-90df-24418ce6380d}) finished with result=0xC00000A2 (Internal code=7)."
Information,6/25/2020 14:37:09,Microsoft-Windows-Kernel-General,11,None,"TxR init phase for hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy3\Windows\System32\config\SYSTEM (TM: {adeb7076-b6d8-11ea-90df-24418ce6380d}, RM: {adeb7075-b6d8-11ea-90df-24418ce6380d}) finished with result=0xC00000A2 (Internal code=7)."
Information,6/25/2020 14:37:09,Microsoft-Windows-Kernel-General,15,None,Hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy3\Windows\System32\config\SYSTEM was reorganized with a starting size of 15593472 bytes and an ending size of 15130624 bytes.
Information,6/25/2020 14:20:28,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
Information,6/25/2020 14:12:37,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2046‎-‎02‎-‎23T23:19:04.000000000Z) has successfully loaded and registered with Filter Manager."
Warning,6/25/2020 14:06:56,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.449_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,6/25/2020 14:04:26,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.449_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,6/25/2020 14:03:11,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.449_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,6/25/2020 14:02:40,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/25/2020 14:02:22,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:02:20,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:02:16,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:02:15,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 14:02:13,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.449_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Information,6/25/2020 14:02:12,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:02:11,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:02:07,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:02:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:02:03,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:02:02,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:01:51,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:01:50,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:01:42,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 14:01:40,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/25/2020 14:01:40,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 14:01:39,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/25/2020 14:01:39,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:01:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:01:34,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:01:31,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:01:30,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:01:27,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:01:26,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:01:14,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:01:13,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:01:11,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:01:05,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:01:04,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:01:03,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:01:00,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:58,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:56,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:55,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:54,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:51,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:50,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 14:00:40,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/25/2020 14:00:38,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:38,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:38,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:35,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:32,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:30,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:28,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:27,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:24,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:23,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:19,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:18,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:15,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:14,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:03,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 14:00:02,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:52,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:51,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:48,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:47,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:43,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:42,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:39,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:38,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:35,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:22,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:18,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:16,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:15,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:12,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:11,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:07,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:03,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:59:02,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:58:50,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:58:50,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:58:46,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:58:46,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 13:58:45,Netwtw08,6105,None,6105 - deauth after EAPOL key exchange sequence
Information,6/25/2020 13:58:42,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:58:40,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:58:39,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:58:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:58:35,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
